,Date (YYYY-MM-DD) Time (HH:MM:SS),Trough angle
105,2024-01-12 08:41:00,67.84
106,2024-01-12 08:42:00,67.587
107,2024-01-12 08:43:00,67.333
108,2024-01-12 08:44:00,67.079
109,2024-01-12 08:45:00,66.825
110,2024-01-12 08:46:00,66.571
111,2024-01-12 08:47:00,66.316
112,2024-01-12 08:48:00,66.06
113,2024-01-12 08:49:00,65.805
114,2024-01-12 08:50:00,65.549
115,2024-01-12 08:51:00,65.292
116,2024-01-12 08:52:00,65.036
117,2024-01-12 08:53:00,64.779
118,2024-01-12 08:54:00,64.521
119,2024-01-12 08:55:00,64.264
120,2024-01-12 08:56:00,64.005
121,2024-01-12 08:57:00,63.747
122,2024-01-12 08:58:00,63.488
123,2024-01-12 08:59:00,63.229
124,2024-01-12 09:00:00,62.969
125,2024-01-12 09:01:00,62.709
126,2024-01-12 09:02:00,62.449
127,2024-01-12 09:03:00,62.188
128,2024-01-12 09:04:00,61.927
129,2024-01-12 09:05:00,61.666
130,2024-01-12 09:06:00,61.404
131,2024-01-12 09:07:00,61.142
132,2024-01-12 09:08:00,60.879
133,2024-01-12 09:09:00,60.616
134,2024-01-12 09:10:00,60.353
135,2024-01-12 09:11:00,60.089
136,2024-01-12 09:12:00,59.825
137,2024-01-12 09:13:00,59.56
138,2024-01-12 09:14:00,59.295
139,2024-01-12 09:15:00,59.03
140,2024-01-12 09:16:00,58.764
141,2024-01-12 09:17:00,58.498
142,2024-01-12 09:18:00,58.232
143,2024-01-12 09:19:00,57.965
144,2024-01-12 09:20:00,57.698
145,2024-01-12 09:21:00,57.43
146,2024-01-12 09:22:00,57.162
147,2024-01-12 09:23:00,56.894
148,2024-01-12 09:24:00,56.625
149,2024-01-12 09:25:00,56.356
150,2024-01-12 09:26:00,56.086
151,2024-01-12 09:27:00,55.816
152,2024-01-12 09:28:00,55.546
153,2024-01-12 09:29:00,55.275
154,2024-01-12 09:30:00,55.004
155,2024-01-12 09:31:00,54.732
156,2024-01-12 09:32:00,54.46
157,2024-01-12 09:33:00,54.187
158,2024-01-12 09:34:00,53.915
159,2024-01-12 09:35:00,53.641
160,2024-01-12 09:36:00,53.368
161,2024-01-12 09:37:00,53.094
162,2024-01-12 09:38:00,52.819
163,2024-01-12 09:39:00,52.544
164,2024-01-12 09:40:00,52.269
165,2024-01-12 09:41:00,51.993
166,2024-01-12 09:42:00,51.717
167,2024-01-12 09:43:00,51.441
168,2024-01-12 09:44:00,51.164
169,2024-01-12 09:45:00,50.886
170,2024-01-12 09:46:00,50.608
171,2024-01-12 09:47:00,50.33
172,2024-01-12 09:48:00,50.052
173,2024-01-12 09:49:00,49.773
174,2024-01-12 09:50:00,49.493
175,2024-01-12 09:51:00,49.213
176,2024-01-12 09:52:00,48.933
177,2024-01-12 09:53:00,48.652
178,2024-01-12 09:54:00,48.371
179,2024-01-12 09:55:00,48.09
180,2024-01-12 09:56:00,47.808
181,2024-01-12 09:57:00,47.525
182,2024-01-12 09:58:00,47.243
183,2024-01-12 09:59:00,46.959
184,2024-01-12 10:00:00,46.676
185,2024-01-12 10:01:00,46.392
186,2024-01-12 10:02:00,46.107
187,2024-01-12 10:03:00,45.822
188,2024-01-12 10:04:00,45.537
189,2024-01-12 10:05:00,45.251
190,2024-01-12 10:06:00,44.965
191,2024-01-12 10:07:00,44.678
192,2024-01-12 10:08:00,44.391
193,2024-01-12 10:09:00,44.104
194,2024-01-12 10:10:00,43.816
195,2024-01-12 10:11:00,43.528
196,2024-01-12 10:12:00,43.239
197,2024-01-12 10:13:00,42.95
198,2024-01-12 10:14:00,42.661
199,2024-01-12 10:15:00,42.371
200,2024-01-12 10:16:00,42.08
201,2024-01-12 10:17:00,41.79
202,2024-01-12 10:18:00,41.498
203,2024-01-12 10:19:00,41.207
204,2024-01-12 10:20:00,40.915
205,2024-01-12 10:21:00,40.622
206,2024-01-12 10:22:00,40.33
207,2024-01-12 10:23:00,40.036
208,2024-01-12 10:24:00,39.743
209,2024-01-12 10:25:00,39.448
210,2024-01-12 10:26:00,39.154
211,2024-01-12 10:27:00,38.859
212,2024-01-12 10:28:00,38.564
213,2024-01-12 10:29:00,38.268
214,2024-01-12 10:30:00,37.972
215,2024-01-12 10:31:00,37.675
216,2024-01-12 10:32:00,37.378
217,2024-01-12 10:33:00,37.081
218,2024-01-12 10:34:00,36.783
219,2024-01-12 10:35:00,36.485
220,2024-01-12 10:36:00,36.186
221,2024-01-12 10:37:00,35.887
222,2024-01-12 10:38:00,35.588
223,2024-01-12 10:39:00,35.288
224,2024-01-12 10:40:00,34.988
225,2024-01-12 10:41:00,34.688
226,2024-01-12 10:42:00,34.387
227,2024-01-12 10:43:00,34.085
228,2024-01-12 10:44:00,33.784
229,2024-01-12 10:45:00,33.481
230,2024-01-12 10:46:00,33.179
231,2024-01-12 10:47:00,32.876
232,2024-01-12 10:48:00,32.573
233,2024-01-12 10:49:00,32.269
234,2024-01-12 10:50:00,31.965
235,2024-01-12 10:51:00,31.66
236,2024-01-12 10:52:00,31.356
237,2024-01-12 10:53:00,31.05
238,2024-01-12 10:54:00,30.745
239,2024-01-12 10:55:00,30.439
240,2024-01-12 10:56:00,30.133
241,2024-01-12 10:57:00,29.826
242,2024-01-12 10:58:00,29.519
243,2024-01-12 10:59:00,29.211
244,2024-01-12 11:00:00,28.904
245,2024-01-12 11:01:00,28.596
246,2024-01-12 11:02:00,28.287
247,2024-01-12 11:03:00,27.978
248,2024-01-12 11:04:00,27.669
249,2024-01-12 11:05:00,27.359
250,2024-01-12 11:06:00,27.05
251,2024-01-12 11:07:00,26.739
252,2024-01-12 11:08:00,26.429
253,2024-01-12 11:09:00,26.118
254,2024-01-12 11:10:00,25.807
255,2024-01-12 11:11:00,25.495
256,2024-01-12 11:12:00,25.183
257,2024-01-12 11:13:00,24.871
258,2024-01-12 11:14:00,24.558
259,2024-01-12 11:15:00,24.245
260,2024-01-12 11:16:00,23.932
261,2024-01-12 11:17:00,23.618
262,2024-01-12 11:18:00,23.305
263,2024-01-12 11:19:00,22.99
264,2024-01-12 11:20:00,22.676
265,2024-01-12 11:21:00,22.361
266,2024-01-12 11:22:00,22.046
267,2024-01-12 11:23:00,21.731
268,2024-01-12 11:24:00,21.415
269,2024-01-12 11:25:00,21.099
270,2024-01-12 11:26:00,20.783
271,2024-01-12 11:27:00,20.466
272,2024-01-12 11:28:00,20.149
273,2024-01-12 11:29:00,19.832
274,2024-01-12 11:30:00,19.515
275,2024-01-12 11:31:00,19.197
276,2024-01-12 11:32:00,18.879
277,2024-01-12 11:33:00,18.561
278,2024-01-12 11:34:00,18.243
279,2024-01-12 11:35:00,17.924
280,2024-01-12 11:36:00,17.605
281,2024-01-12 11:37:00,17.286
282,2024-01-12 11:38:00,16.967
283,2024-01-12 11:39:00,16.647
284,2024-01-12 11:40:00,16.327
285,2024-01-12 11:41:00,16.007
286,2024-01-12 11:42:00,15.687
287,2024-01-12 11:43:00,15.366
288,2024-01-12 11:44:00,15.045
289,2024-01-12 11:45:00,14.724
290,2024-01-12 11:46:00,14.403
291,2024-01-12 11:47:00,14.081
292,2024-01-12 11:48:00,13.76
293,2024-01-12 11:49:00,13.438
294,2024-01-12 11:50:00,13.116
295,2024-01-12 11:51:00,12.794
296,2024-01-12 11:52:00,12.471
297,2024-01-12 11:53:00,12.149
298,2024-01-12 11:54:00,11.826
299,2024-01-12 11:55:00,11.503
300,2024-01-12 11:56:00,11.18
301,2024-01-12 11:57:00,10.856
302,2024-01-12 11:58:00,10.533
303,2024-01-12 11:59:00,10.209
304,2024-01-12 12:00:00,9.886
305,2024-01-12 12:01:00,9.562
306,2024-01-12 12:02:00,9.238
307,2024-01-12 12:03:00,8.913
308,2024-01-12 12:04:00,8.589
309,2024-01-12 12:05:00,8.265
310,2024-01-12 12:06:00,7.94
311,2024-01-12 12:07:00,7.615
312,2024-01-12 12:08:00,7.291
313,2024-01-12 12:09:00,6.966
314,2024-01-12 12:10:00,6.641
315,2024-01-12 12:11:00,6.316
316,2024-01-12 12:12:00,5.99
317,2024-01-12 12:13:00,5.665
318,2024-01-12 12:14:00,5.34
319,2024-01-12 12:15:00,5.014
320,2024-01-12 12:16:00,4.689
321,2024-01-12 12:17:00,4.363
322,2024-01-12 12:18:00,4.037
323,2024-01-12 12:19:00,3.712
324,2024-01-12 12:20:00,3.386
325,2024-01-12 12:21:00,3.06
326,2024-01-12 12:22:00,2.734
327,2024-01-12 12:23:00,2.408
328,2024-01-12 12:24:00,2.082
329,2024-01-12 12:25:00,1.756
330,2024-01-12 12:26:00,1.43
331,2024-01-12 12:27:00,1.104
332,2024-01-12 12:28:00,0.778
333,2024-01-12 12:29:00,0.452
334,2024-01-12 12:30:00,0.126
335,2024-01-12 12:31:00,-0.2
336,2024-01-12 12:32:00,-0.526
337,2024-01-12 12:33:00,-0.852
338,2024-01-12 12:34:00,-1.178
339,2024-01-12 12:35:00,-1.504
340,2024-01-12 12:36:00,-1.83
341,2024-01-12 12:37:00,-2.156
342,2024-01-12 12:38:00,-2.482
343,2024-01-12 12:39:00,-2.808
344,2024-01-12 12:40:00,-3.134
345,2024-01-12 12:41:00,-3.46
346,2024-01-12 12:42:00,-3.786
347,2024-01-12 12:43:00,-4.111
348,2024-01-12 12:44:00,-4.437
349,2024-01-12 12:45:00,-4.763
350,2024-01-12 12:46:00,-5.088
351,2024-01-12 12:47:00,-5.413
352,2024-01-12 12:48:00,-5.739
353,2024-01-12 12:49:00,-6.064
354,2024-01-12 12:50:00,-6.389
355,2024-01-12 12:51:00,-6.714
356,2024-01-12 12:52:00,-7.039
357,2024-01-12 12:53:00,-7.364
358,2024-01-12 12:54:00,-7.689
359,2024-01-12 12:55:00,-8.013
360,2024-01-12 12:56:00,-8.338
361,2024-01-12 12:57:00,-8.662
362,2024-01-12 12:58:00,-8.987
363,2024-01-12 12:59:00,-9.311
364,2024-01-12 13:00:00,-9.635
365,2024-01-12 13:01:00,-9.959
366,2024-01-12 13:02:00,-10.282
367,2024-01-12 13:03:00,-10.606
368,2024-01-12 13:04:00,-10.929
369,2024-01-12 13:05:00,-11.252
370,2024-01-12 13:06:00,-11.575
371,2024-01-12 13:07:00,-11.898
372,2024-01-12 13:08:00,-12.221
373,2024-01-12 13:09:00,-12.543
374,2024-01-12 13:10:00,-12.866
375,2024-01-12 13:11:00,-13.188
376,2024-01-12 13:12:00,-13.51
377,2024-01-12 13:13:00,-13.832
378,2024-01-12 13:14:00,-14.153
379,2024-01-12 13:15:00,-14.475
380,2024-01-12 13:16:00,-14.796
381,2024-01-12 13:17:00,-15.117
382,2024-01-12 13:18:00,-15.437
383,2024-01-12 13:19:00,-15.758
384,2024-01-12 13:20:00,-16.078
385,2024-01-12 13:21:00,-16.398
386,2024-01-12 13:22:00,-16.718
387,2024-01-12 13:23:00,-17.037
388,2024-01-12 13:24:00,-17.357
389,2024-01-12 13:25:00,-17.676
390,2024-01-12 13:26:00,-17.995
391,2024-01-12 13:27:00,-18.313
392,2024-01-12 13:28:00,-18.631
393,2024-01-12 13:29:00,-18.949
394,2024-01-12 13:30:00,-19.267
395,2024-01-12 13:31:00,-19.585
396,2024-01-12 13:32:00,-19.902
397,2024-01-12 13:33:00,-20.219
398,2024-01-12 13:34:00,-20.536
399,2024-01-12 13:35:00,-20.852
400,2024-01-12 13:36:00,-21.168
401,2024-01-12 13:37:00,-21.484
402,2024-01-12 13:38:00,-21.799
403,2024-01-12 13:39:00,-22.115
404,2024-01-12 13:40:00,-22.429
405,2024-01-12 13:41:00,-22.744
406,2024-01-12 13:42:00,-23.058
407,2024-01-12 13:43:00,-23.372
408,2024-01-12 13:44:00,-23.686
409,2024-01-12 13:45:00,-23.999
410,2024-01-12 13:46:00,-24.313
411,2024-01-12 13:47:00,-24.625
412,2024-01-12 13:48:00,-24.938
413,2024-01-12 13:49:00,-25.25
414,2024-01-12 13:50:00,-25.561
415,2024-01-12 13:51:00,-25.873
416,2024-01-12 13:52:00,-26.184
417,2024-01-12 13:53:00,-26.495
418,2024-01-12 13:54:00,-26.805
419,2024-01-12 13:55:00,-27.115
420,2024-01-12 13:56:00,-27.425
421,2024-01-12 13:57:00,-27.734
422,2024-01-12 13:58:00,-28.043
423,2024-01-12 13:59:00,-28.352
424,2024-01-12 14:00:00,-28.66
425,2024-01-12 14:01:00,-28.968
426,2024-01-12 14:02:00,-29.276
427,2024-01-12 14:03:00,-29.583
428,2024-01-12 14:04:00,-29.89
429,2024-01-12 14:05:00,-30.196
430,2024-01-12 14:06:00,-30.502
431,2024-01-12 14:07:00,-30.808
432,2024-01-12 14:08:00,-31.114
433,2024-01-12 14:09:00,-31.419
434,2024-01-12 14:10:00,-31.723
435,2024-01-12 14:11:00,-32.027
436,2024-01-12 14:12:00,-32.331
437,2024-01-12 14:13:00,-32.635
438,2024-01-12 14:14:00,-32.938
439,2024-01-12 14:15:00,-33.241
440,2024-01-12 14:16:00,-33.543
441,2024-01-12 14:17:00,-33.845
442,2024-01-12 14:18:00,-34.146
443,2024-01-12 14:19:00,-34.448
444,2024-01-12 14:20:00,-34.748
445,2024-01-12 14:21:00,-35.049
446,2024-01-12 14:22:00,-35.349
447,2024-01-12 14:23:00,-35.648
448,2024-01-12 14:24:00,-35.947
449,2024-01-12 14:25:00,-36.246
450,2024-01-12 14:26:00,-36.544
451,2024-01-12 14:27:00,-36.842
452,2024-01-12 14:28:00,-37.14
453,2024-01-12 14:29:00,-37.437
454,2024-01-12 14:30:00,-37.734
455,2024-01-12 14:31:00,-38.03
456,2024-01-12 14:32:00,-38.326
457,2024-01-12 14:33:00,-38.622
458,2024-01-12 14:34:00,-38.917
459,2024-01-12 14:35:00,-39.211
460,2024-01-12 14:36:00,-39.506
461,2024-01-12 14:37:00,-39.8
462,2024-01-12 14:38:00,-40.093
463,2024-01-12 14:39:00,-40.386
464,2024-01-12 14:40:00,-40.679
465,2024-01-12 14:41:00,-40.971
466,2024-01-12 14:42:00,-41.263
467,2024-01-12 14:43:00,-41.554
468,2024-01-12 14:44:00,-41.845
469,2024-01-12 14:45:00,-42.136
470,2024-01-12 14:46:00,-42.426
471,2024-01-12 14:47:00,-42.715
472,2024-01-12 14:48:00,-43.005
473,2024-01-12 14:49:00,-43.294
474,2024-01-12 14:50:00,-43.582
475,2024-01-12 14:51:00,-43.87
476,2024-01-12 14:52:00,-44.158
477,2024-01-12 14:53:00,-44.445
478,2024-01-12 14:54:00,-44.732
479,2024-01-12 14:55:00,-45.018
480,2024-01-12 14:56:00,-45.304
481,2024-01-12 14:57:00,-45.589
482,2024-01-12 14:58:00,-45.874
483,2024-01-12 14:59:00,-46.159
484,2024-01-12 15:00:00,-46.443
485,2024-01-12 15:01:00,-46.727
486,2024-01-12 15:02:00,-47.011
487,2024-01-12 15:03:00,-47.294
488,2024-01-12 15:04:00,-47.576
489,2024-01-12 15:05:00,-47.858
490,2024-01-12 15:06:00,-48.14
491,2024-01-12 15:07:00,-48.421
492,2024-01-12 15:08:00,-48.702
493,2024-01-12 15:09:00,-48.983
494,2024-01-12 15:10:00,-49.263
495,2024-01-12 15:11:00,-49.542
496,2024-01-12 15:12:00,-49.822
497,2024-01-12 15:13:00,-50.1
498,2024-01-12 15:14:00,-50.379
499,2024-01-12 15:15:00,-50.657
500,2024-01-12 15:16:00,-50.934
501,2024-01-12 15:17:00,-51.211
502,2024-01-12 15:18:00,-51.488
503,2024-01-12 15:19:00,-51.765
504,2024-01-12 15:20:00,-52.04
505,2024-01-12 15:21:00,-52.316
506,2024-01-12 15:22:00,-52.591
507,2024-01-12 15:23:00,-52.866
508,2024-01-12 15:24:00,-53.14
509,2024-01-12 15:25:00,-53.414
510,2024-01-12 15:26:00,-53.687
511,2024-01-12 15:27:00,-53.96
512,2024-01-12 15:28:00,-54.233
513,2024-01-12 15:29:00,-54.505
514,2024-01-12 15:30:00,-54.777
515,2024-01-12 15:31:00,-55.048
516,2024-01-12 15:32:00,-55.319
517,2024-01-12 15:33:00,-55.59
518,2024-01-12 15:34:00,-55.86
519,2024-01-12 15:35:00,-56.13
520,2024-01-12 15:36:00,-56.399
521,2024-01-12 15:37:00,-56.668
522,2024-01-12 15:38:00,-56.937
523,2024-01-12 15:39:00,-57.205
524,2024-01-12 15:40:00,-57.473
525,2024-01-12 15:41:00,-57.74
526,2024-01-12 15:42:00,-58.007
527,2024-01-12 15:43:00,-58.274
528,2024-01-12 15:44:00,-58.54
529,2024-01-12 15:45:00,-58.806
530,2024-01-12 15:46:00,-59.071
531,2024-01-12 15:47:00,-59.337
532,2024-01-12 15:48:00,-59.601
533,2024-01-12 15:49:00,-59.865
534,2024-01-12 15:50:00,-60.129
535,2024-01-12 15:51:00,-60.393
536,2024-01-12 15:52:00,-60.656
537,2024-01-12 15:53:00,-60.919
538,2024-01-12 15:54:00,-61.181
539,2024-01-12 15:55:00,-61.443
540,2024-01-12 15:56:00,-61.705
541,2024-01-12 15:57:00,-61.966
542,2024-01-12 15:58:00,-62.227
543,2024-01-12 15:59:00,-62.487
544,2024-01-12 16:00:00,-62.748
545,2024-01-12 16:01:00,-63.007
546,2024-01-12 16:02:00,-63.267
547,2024-01-12 16:03:00,-63.526
548,2024-01-12 16:04:00,-63.784
549,2024-01-12 16:05:00,-64.043
550,2024-01-12 16:06:00,-64.301
551,2024-01-12 16:07:00,-64.558
552,2024-01-12 16:08:00,-64.815
553,2024-01-12 16:09:00,-65.072
554,2024-01-12 16:10:00,-65.329
555,2024-01-12 16:11:00,-65.585
556,2024-01-12 16:12:00,-65.841
557,2024-01-12 16:13:00,-66.096
558,2024-01-12 16:14:00,-66.351
559,2024-01-12 16:15:00,-66.606
560,2024-01-12 16:16:00,-66.86
561,2024-01-12 16:17:00,-67.114
562,2024-01-12 16:18:00,-67.368
563,2024-01-12 16:19:00,-67.621
564,2024-01-12 16:20:00,-67.874
565,2024-01-12 16:21:00,-68.127
566,2024-01-12 16:22:00,-68.379
567,2024-01-12 16:23:00,-68.631
568,2024-01-12 16:24:00,-68.883
569,2024-01-12 16:25:00,-69.134
570,2024-01-12 16:26:00,-69.385
571,2024-01-12 16:27:00,-69.635
572,2024-01-12 16:28:00,-69.886
573,2024-01-12 16:29:00,-70.136
574,2024-01-12 16:30:00,-70.385
575,2024-01-12 16:31:00,-70.634
576,2024-01-12 16:32:00,-70.883
577,2024-01-12 16:33:00,-71.132
578,2024-01-12 16:34:00,-71.38
579,2024-01-12 16:35:00,-71.628
580,2024-01-12 16:36:00,-71.876
581,2024-01-12 16:37:00,-72.123
582,2024-01-12 16:38:00,-72.37
583,2024-01-12 16:39:00,-72.617
584,2024-01-12 16:40:00,-72.863
585,2024-01-12 16:41:00,-73.109
586,2024-01-12 16:42:00,-73.355
587,2024-01-12 16:43:00,-73.6
588,2024-01-12 16:44:00,-73.845
589,2024-01-12 16:45:00,-74.09
590,2024-01-12 16:46:00,-74.334
591,2024-01-12 16:47:00,-74.578
592,2024-01-12 16:48:00,-74.822
593,2024-01-12 16:49:00,-75.065
594,2024-01-12 16:50:00,-75.309
595,2024-01-12 16:51:00,-75.551
596,2024-01-12 16:52:00,-75.794
597,2024-01-12 16:53:00,-76.036
598,2024-01-12 16:54:00,-76.278
599,2024-01-12 16:55:00,-76.52
600,2024-01-12 16:56:00,-76.761
601,2024-01-12 16:57:00,-77.002
602,2024-01-12 16:58:00,-77.243
603,2024-01-12 16:59:00,-77.483
604,2024-01-12 17:00:00,-77.723
605,2024-01-12 17:01:00,-77.963
606,2024-01-12 17:02:00,-78.202
607,2024-01-12 17:03:00,-78.441
608,2024-01-12 17:04:00,-78.68
609,2024-01-12 17:05:00,-78.918
610,2024-01-12 17:06:00,-79.156
611,2024-01-12 17:07:00,-79.394
612,2024-01-12 17:08:00,-79.632
613,2024-01-12 17:09:00,-79.869
614,2024-01-12 17:10:00,-80.105
615,2024-01-12 17:11:00,-80.342
616,2024-01-12 17:12:00,-80.578
617,2024-01-12 17:13:00,-80.814
618,2024-01-12 17:14:00,-81.049
619,2024-01-12 17:15:00,-81.284
620,2024-01-12 17:16:00,-81.519
621,2024-01-12 17:17:00,-81.754
622,2024-01-12 17:18:00,-81.988
623,2024-01-12 17:19:00,-82.221
624,2024-01-12 17:20:00,-82.454
625,2024-01-12 17:21:00,-82.687
626,2024-01-12 17:22:00,-82.92
627,2024-01-12 17:23:00,-83.152
628,2024-01-12 17:24:00,-83.383
629,2024-01-12 17:25:00,-83.615
630,2024-01-12 17:26:00,-83.845
631,2024-01-12 17:27:00,-84.075
632,2024-01-12 17:28:00,-84.305
633,2024-01-12 17:29:00,-84.534
634,2024-01-12 17:30:00,-84.763
635,2024-01-12 17:31:00,-84.991
636,2024-01-12 17:32:00,-85.219
637,2024-01-12 17:33:00,-85.446
638,2024-01-12 17:34:00,-85.672
639,2024-01-12 17:35:00,-85.897
640,2024-01-12 17:36:00,-86.122
641,2024-01-12 17:37:00,-86.346
642,2024-01-12 17:38:00,-86.569
643,2024-01-12 17:39:00,-86.791
644,2024-01-12 17:40:00,-87.012
645,2024-01-12 17:41:00,-87.232
646,2024-01-12 17:42:00,-87.45
647,2024-01-12 17:43:00,-87.668
648,2024-01-12 17:44:00,-87.884
649,2024-01-12 17:45:00,-88.098
650,2024-01-12 17:46:00,-88.311
651,2024-01-12 17:47:00,-88.521
652,2024-01-12 17:48:00,-88.73
653,2024-01-12 17:49:00,-88.937
654,2024-01-12 17:50:00,-89.141
655,2024-01-12 17:51:00,-89.343
656,2024-01-12 17:52:00,-89.542
657,2024-01-12 17:53:00,-89.738
658,2024-01-12 17:54:00,-89.933
659,2024-01-12 17:55:00,-89.874
660,2024-01-12 17:56:00,-89.026
661,2024-01-12 17:57:00,-88.797
662,2024-01-12 17:58:00,-88.568
663,2024-01-12 17:59:00,-88.339
664,2024-01-12 18:00:00,-88.11
665,2024-01-12 18:01:00,-87.881
666,2024-01-12 18:02:00,-87.652
667,2024-01-12 18:03:00,-87.424
668,2024-01-12 18:04:00,-87.196
669,2024-01-12 18:05:00,-86.968
670,2024-01-13 06:56:00,86.97
671,2024-01-13 06:57:00,87.198
672,2024-01-13 06:58:00,87.427
673,2024-01-13 06:59:00,87.655
674,2024-01-13 07:00:00,87.884
675,2024-01-13 07:01:00,88.113
676,2024-01-13 07:02:00,88.342
677,2024-01-13 07:03:00,88.571
678,2024-01-13 07:04:00,88.801
679,2024-01-13 07:05:00,89.03
680,2024-01-13 07:06:00,89.877
681,2024-01-13 07:07:00,89.93
682,2024-01-13 07:08:00,89.736
683,2024-01-13 07:09:00,89.539
684,2024-01-13 07:10:00,89.339
685,2024-01-13 07:11:00,89.137
686,2024-01-13 07:12:00,88.933
687,2024-01-13 07:13:00,88.727
688,2024-01-13 07:14:00,88.518
689,2024-01-13 07:15:00,88.307
690,2024-01-13 07:16:00,88.094
691,2024-01-13 07:17:00,87.88
692,2024-01-13 07:18:00,87.664
693,2024-01-13 07:19:00,87.446
694,2024-01-13 07:20:00,87.227
695,2024-01-13 07:21:00,87.007
696,2024-01-13 07:22:00,86.786
697,2024-01-13 07:23:00,86.564
698,2024-01-13 07:24:00,86.341
699,2024-01-13 07:25:00,86.117
700,2024-01-13 07:26:00,85.892
701,2024-01-13 07:27:00,85.666
702,2024-01-13 07:28:00,85.44
703,2024-01-13 07:29:00,85.213
704,2024-01-13 07:30:00,84.985
705,2024-01-13 07:31:00,84.757
706,2024-01-13 07:32:00,84.529
707,2024-01-13 07:33:00,84.299
708,2024-01-13 07:34:00,84.069
709,2024-01-13 07:35:00,83.839
710,2024-01-13 07:36:00,83.608
711,2024-01-13 07:37:00,83.377
712,2024-01-13 07:38:00,83.145
713,2024-01-13 07:39:00,82.913
714,2024-01-13 07:40:00,82.681
